rnpa,name,marca,categoria,unidad,calories,protein,carbs,fat,fat_sat,fat_trans,fiber,sugar,sodium,provincia
03-060612,ALFAJOR RELLENO DE DULCE DE LECHE CUBIERTO CON BAÑO DE REPOSTERIA SEMIAMARGO (EL RODEO - EL SABOR DEL ORIGEN),EL RODEO - EL SABOR DEL ORIGEN,GALLETITAS Y BARRAS,g,406.67,6.67,56.67,16.67,6.67,,0.67,40.0,86.67,Datos Alimentos Catamarca 03
03-060611,ALFAJOR RELLENO CON DULCE DE LECHE CUBIERTO CON BAÑO DE REPOSTERIA SEMIAMARGO (JUANA LA LOCA),JUANA LA LOCA,GALLETITAS Y BARRAS,g,391.18,8.82,55.88,14.71,7.35,,,47.06,76.47,Datos Alimentos Catamarca 03
03-060610,"SUPLEMENTO DIETARIO A BASE DE BIOTINA, ZINC Y VITAMINA E, CON COLÁGENO HIDROLIZADO,  L-CISTINA Y COENZIMA Q10 EN PASTILLAS DE GOMA SABOR A FRUTILLA (SIMPLE)",SIMPLE,SUPLEMENTOS Y DIETÉTICOS,g,325.0,12.5,67.5,0.0,0.0,0.0,0.0,51.25,0.0,Datos Alimentos Catamarca 03
03-060609,AGUA DE MESA ENVASADA,M,AGUAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060608,MEZCLA DE PEREJIL DESHIDRATADO Y CONDIMENTO A BASE DE AJO GRANULADO (CHAYO),CHAYO,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060607,CONDIMENTO PARA PIZZA (CHAYO),CHAYO,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060606,PIMIENTA NEGRA MOLIDA (CHAYO),CHAYO,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060605,PIMENTON SELECCIONADO (CHAYO),CHAYO,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060604,ORÉGANO DESHIDRATADO (CHAYO),CHAYO,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060603,PIMENTÓN EXTRA (TRES CHANGUITOS),TRES CHANGUITOS,CONDIMENTOS Y ESPECIAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060602,COMINO MOLIDO (CHAYO),CHAYO,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060601,PIMIENTA BLANCA MOLIDA (CHAYO),CHAYO,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060600,ACEITE DE OLIVA VIRGEN EXTRA A GRANEL (SM),SM,ACEITES Y GRASAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060599,ACEITE DE OLIVA VIRGEN EXTRA (VITA NOVA),VITA NOVA,ACEITES Y GRASAS,ml,830.77,,,92.31,14.62,,,,0.0,Datos Alimentos Catamarca 03
03-060597,ACEITE DE OLIVA VIRGEN EXTRA (VITA NOVA),VITA NOVA,ACEITES Y GRASAS,ml,830.77,,,92.31,14.62,,,,0.0,Datos Alimentos Catamarca 03
03-060596,ALFAJOR RELLENO DE DULCE DE LECHE CUBIERTO CON BAÑO DE REPOSTERIA SEMIAMARGO (JUANA LA LOCA),JUANA LA LOCA,GALLETITAS Y BARRAS,g,513.04,4.35,45.65,34.78,10.0,,,34.78,56.52,Datos Alimentos Catamarca 03
03-060595,ALFAJOR RELLENO DE DULCE DE LECHE CON BAÑO DE REPOSTERIA SEMIAMARGO (JUANA LA LOCA),JUANA LA LOCA,GALLETITAS Y BARRAS,g,375.0,5.0,57.5,12.5,7.5,,,42.5,92.5,Datos Alimentos Catamarca 03
03-060594,ALFAJOR RELLENO DE DULCE DE LECHE CON BAÑO DE REPOSTERIA FANTASIA BLANCO (JUANA LA LOCA),JUANA LA LOCA,GALLETITAS Y BARRAS,g,420.0,7.5,57.5,15.0,7.5,,,42.5,102.5,Datos Alimentos Catamarca 03
03-060593,ALFAJOR RELLENO DE DULCE DE LECHE CUBIERTO CON BAÑO DE REPOSTERIA FANTASIA BLANCO (JUANA LA LOCA),JUANA LA LOCA,GALLETITAS Y BARRAS,g,513.04,4.35,45.65,34.78,10.0,,,34.78,567.39,Datos Alimentos Catamarca 03
03-060591,"PAN DE MOLDE CON HARINA INTEGRAL, SALVADO DE TRIGO Y MEZCLA DE SEMILLAS DE SESAMO, CHIA, LINO Y GIRASOL (DULCES CAPRICHOS PANADERIA Y DELICIAS)",DULCES CAPRICHOS PANADERIA Y DELICIAS,MASAS Y PANADERÍA,g,292.0,6.0,58.4,3.0,,,4.0,57.2,620.0,Datos Alimentos Catamarca 03
03-060590,ACEITUNAS RELLENAS CON PASTA DE PIMENTON EN SALMUERA (DOÑA ICHA),DOÑA ICHA,VEGETALES Y FRUTAS,g,810.0,3.5,17.0,80.0,16.5,,6.5,2.0,11760.0,Datos Alimentos Catamarca 03
03-060589,ACEITUNAS VERDES EN SALMUERA (DOÑA ICHA),DOÑA ICHA,VEGETALES Y FRUTAS,g,810.0,3.5,17.0,80.0,16.5,,6.5,2.0,11760.0,Datos Alimentos Catamarca 03
03-060588,PIMIENTA BLANCA MOLIDA (TRES CHANGUITOS),TRES CHANGUITOS,CONDIMENTOS Y ESPECIAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060587,PEPINILLOS EN VINAGRE DE ALCOHOL (PLEIONE GOURMET),PLEIONE GOURMET,VEGETALES Y FRUTAS,g,20.0,1.0,2.67,0.0,0.0,0.0,1.33,0.0,3206.67,Datos Alimentos Catamarca 03
03-060586,PEPINILLOS AGRIDULCES CON PIMIENTA NEGRA EN GRANO Y SEMILLAS DE MOSTAZA EN VINAGRE DE ALCOHOL (PLEIONE GOURMET),PLEIONE GOURMET,VEGETALES Y FRUTAS,g,36.67,1.0,7.33,0.0,0.0,0.0,1.33,0.0,3200.0,Datos Alimentos Catamarca 03
03-060584,ADEREZO A BASE DE BERENJENA (PLEIONE GOURMET),PLEIONE GOURMET,SALSAS Y ADEREZOS,g,133.33,,8.33,16.67,,,,,550.0,Datos Alimentos Catamarca 03
03-060583,ADEREZO A BASE DE GARBANZO (PLEIONE GOURMET),PLEIONE GOURMET,SALSAS Y ADEREZOS,g,175.0,,,16.67,,,,,400.0,Datos Alimentos Catamarca 03
03-060581,ADEREZO A BASE DE REMOLACHA (PLEIONE GOURMET),PLEIONE GOURMET,SALSAS Y ADEREZOS,g,116.67,,8.33,8.33,,,,8.33,358.33,Datos Alimentos Catamarca 03
03-060580,ACEITE DE OLIVA VIRGEN EXTRA (VALLESPINOS),VALLESPINOS,ACEITES Y GRASAS,ml,830.77,,,92.31,16.92,,,,0.0,Datos Alimentos Catamarca 03
03-060579,ACEITE DE OLIVA VIRGEN EXTRA (FINCA LA ELENA),FINCA LA ELENA,ACEITES Y GRASAS,ml,,,,,,,,,,Datos Alimentos Catamarca 03
03-060578,ACEITE OLIVA VIRGEN EXTRA A GRANEL (.),.,ACEITES Y GRASAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060575,AJÍ TRITURADO (TRES CHANGUITOS),TRES CHANGUITOS,CONDIMENTOS Y ESPECIAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060574,ORÉGANO (TRES CHANGUITOS),TRES CHANGUITOS,CONDIMENTOS Y ESPECIAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060572,COMINO MOLIDO (TRES CHANGUITOS),TRES CHANGUITOS,CONDIMENTOS Y ESPECIAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060571,"PASTILLAS DE GOMA CON CONFITADO BLANDO SABORES A CEREZA, ANANÁ, LIMÓN, SANDÍA Y ARÁNDANO. (MOGUL EXTREME)",MOGUL EXTREME,CARAMELOS Y GOLOSINAS,g,350.0,,70.0,,,,,70.0,50.0,Datos Alimentos Catamarca 03
03-060570,SALSA DE TOMATE (PAMPA GOURMET),PAMPA GOURMET,VEGETALES Y FRUTAS,g,31.67,1.67,6.17,0.0,0.0,0.0,1.67,4.5,308.33,Datos Alimentos Catamarca 03
03-060565,ACEITUNAS RELLENAS CON PASTA DE PIMENTON EN SALMUERA (LA DELICIA VERDE),LA DELICIA VERDE,VEGETALES Y FRUTAS,g,165.0,1.0,2.0,15.0,3.5,0.0,4.5,2.0,1200.0,Datos Alimentos Catamarca 03
03-060564,ACEITUNAS VERDES EN RODAJAS EN SALMUERA (LA DELICIA VERDE),LA DELICIA VERDE,VEGETALES Y FRUTAS,g,165.0,1.0,2.0,15.0,3.5,0.0,4.5,2.0,1200.0,Datos Alimentos Catamarca 03
03-060563,ACEITUNAS VERDES DESCAROZADAS EN SALMUERA (LA DELICIA VERDE),LA DELICIA VERDE,VEGETALES Y FRUTAS,g,165.0,1.0,2.0,15.0,3.5,0.0,4.5,2.0,1200.0,Datos Alimentos Catamarca 03
03-060562,ACEITUNAS VERDES EN SALMUERA (LA DELICIA VERDE),LA DELICIA VERDE,VEGETALES Y FRUTAS,g,165.0,1.0,2.0,15.0,3.5,0.0,4.5,2.0,1200.0,Datos Alimentos Catamarca 03
03-060561,ACEITUNAS NEGRAS EN SALMUERA (LA DELICIA VERDE),LA DELICIA VERDE,VEGETALES Y FRUTAS,g,165.0,1.0,2.0,15.0,3.5,0.0,4.5,2.0,1200.0,Datos Alimentos Catamarca 03
03-060559,BARRA A BASE DE MANI CON PROTEINA Y BAÑO DE REPOSTERIA FANTASIA BLANCO CON AROMATIZANTE VAINILLA (PRE-BULK),PRE-BULK,SUPLEMENTOS Y DIETÉTICOS,g,552.0,26.0,24.0,42.0,10.0,,5.8,14.0,64.0,Datos Alimentos Catamarca 03
03-060558,ACEITE DE OLIVA VIRGEN EXTRA (LA BAJADA),LA BAJADA,ACEITES Y GRASAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060557,ACEITE DE OLIVA VIRGEN EXTRA (12 OLIVOS),12 OLIVOS,ACEITES Y GRASAS,ml,,,,,,,,,,Datos Alimentos Catamarca 03
03-060556,ACEITE DE OLIVA VIRGEN EXTRA (BELLA VITA),BELLA VITA,ACEITES Y GRASAS,ml,900.0,0.0,0.0,100.0,20.0,0.0,0.0,0.0,0.0,Datos Alimentos Catamarca 03
03-060555,MASA FERMENTADA PRECOCIDA PARA PIZZA CON SALSA A BASE DE TOMATE (DULCES CAPRICHOS),DULCES CAPRICHOS,MASAS Y PANADERÍA,g,205.71,2.86,44.0,1.71,0.57,,1.71,3.43,688.57,Datos Alimentos Catamarca 03
03-060554,MASA FERMENTADA PRECOCIDA PARA PIZZA CON SALSA A BASE DE TOMATE (DULCES CAPRICHOS),DULCES CAPRICHOS,MASAS Y PANADERÍA,g,206.67,2.89,44.0,1.78,0.67,,1.78,3.56,688.89,Datos Alimentos Catamarca 03
03-060553,ACEITE DE OLIVA VIRGEN EXTRA (FRUTOS DEL NORTE),FRUTOS DEL NORTE,ACEITES Y GRASAS,ml,900.0,,,100.0,18.46,,,,0.0,Datos Alimentos Catamarca 03
03-060552,TOMATE TRITURADO (PAMPA GOURMET),PAMPA GOURMET,VEGETALES Y FRUTAS,g,21.54,0.77,3.85,0.0,0.0,0.0,0.0,1.54,16.92,Datos Alimentos Catamarca 03
03-060551,GALLETA CON DULCE DE LECHE CON BAÑO DE FONDANT (VALDEZ),VALDEZ,GALLETITAS Y BARRAS,g,400.0,8.5,80.0,5.0,2.5,,,77.5,60.0,Datos Alimentos Catamarca 03
03-060550,ALFAJOR RELLENO DE DULCE DE MEMBRILLO CUBIERTO  CON BAÑO DE GLASÉ (VALDEZ),VALDEZ,ALFAJORES,g,387.0,2.0,77.5,9.0,3.75,,3.0,42.5,111.0,Datos Alimentos Catamarca 03
03-060549,BOCADITO DE DULCE DE LECHE Y NUEZ CON BAÑO DE FONDANT (VALDEZ),VALDEZ,CARAMELOS Y GOLOSINAS,g,335.0,5.0,59.0,8.75,2.5,,,57.5,62.5,Datos Alimentos Catamarca 03
03-060548,ALFAJOR RELLENO CON DULCE DE LECHE Y NUEZ CUBIERTO CON BAÑO DE REPOSTERIA DULCE AROMATIZADO CON ETILVAINILLINA (VALDEZ),VALDEZ,ALFAJORES,g,410.92,6.15,66.15,14.0,7.69,,,35.38,146.0,Datos Alimentos Catamarca 03
03-060547,ALFAJOR RELLENO DE DULCE DE LECHE Y NUEZ CUBIERTO DE BAÑO DE REPOSTERÍA FANTASIA BLANCO (VALDEZ),VALDEZ,ALFAJORES,g,410.92,6.15,66.4,14.0,7.69,,,35.0,146.0,Datos Alimentos Catamarca 03
03-060546,"PASTILLAS DE GOMA FANTASÍA SABOR A NARANJA, MANZANA, BANANA Y FRUTILLA. (MISKY)",MISKY,CARAMELOS Y GOLOSINAS,g,311.93,2.29,77.98,,,,,55.05,0.0,Datos Alimentos Catamarca 03
03-060545,ALFAJOR  RELLENO DE DULCE DE LECHE CUBIERTO CON BAÑO DE FONDANT (VALDEZ),VALDEZ,GALLETITAS Y BARRAS,g,381.25,6.62,70.0,8.88,3.88,,,42.5,162.5,Datos Alimentos Catamarca 03
03-060544,GALLETA CON DULCE DE LECHE CUBIERTA CON BAÑO DE REPOSTERIA DULCE AROMATIZADO CON ETILVAINILLINA (VALDEZ),VALDEZ,CARAMELOS Y GOLOSINAS,g,396.36,5.82,66.0,12.0,8.55,,,60.73,60.73,Datos Alimentos Catamarca 03
03-060543,ALFAJOR RELLENO CON DULCE DE LECHE CUBIERTO DE BAÑO DE GLASÉ (VALDEZ),VALDEZ,ALFAJORES,g,381.0,6.5,70.0,9.0,4.0,,,42.5,162.0,Datos Alimentos Catamarca 03
03-060542,GALLETA CON DULCE DE LECHE CON BAÑO DE FONDANT (VALDEZ),VALDEZ,GALLETITAS Y BARRAS,g,457.5,10.5,90.0,6.0,2.75,,,90.0,50.0,Datos Alimentos Catamarca 03
03-060541,ALFAJOR RELLENO DE MERMELADA DE CAYOTE CUBIERTO CON BAÑO AZUCARADO (VALDEZ),VALDEZ,ALFAJORES,g,386.92,2.15,76.92,8.77,3.69,,2.92,43.08,110.92,Datos Alimentos Catamarca 03
03-060540,AGUA MINERAL NATURAL (MANANTIAL DE MARIA),MANANTIAL DE MARIA,AGUAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060539,ACEITE DE OLIVA LAMPANTE A GRANEL (FRUTOS DEL NORTE),FRUTOS DEL NORTE,ACEITES Y GRASAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060538,ACEITE DE OLIVA VIRGEN EXTRA (TERRA SANA),TERRA SANA,ACEITES Y GRASAS,ml,780.0,,,86.67,17.33,,,,0.0,Datos Alimentos Catamarca 03
03-060537,AGUA DE MESA ENVASADA OZONIZADA (AGUA Y SODA LAMPACITO),AGUA Y SODA LAMPACITO,AGUAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060535,MERMELADA DE TOMATE (CUESTA DEL PORTEZUELO),CUESTA DEL PORTEZUELO,CONFITURAS Y DULCES,g,185.0,,45.0,,,,,45.0,6.0,Datos Alimentos Catamarca 03
03-060534,"ALFAJOR RELLENO CON DULCE DE LECHE, BAÑADO EN CHOCOLATE DE COBERTURA CON AROMATIZANTE ETILVAINILLINA (ALFAJORES DE CATAMARCA)",ALFAJORES DE CATAMARCA,GALLETITAS Y BARRAS,g,367.69,7.23,50.77,15.23,8.62,,3.38,38.46,87.69,Datos Alimentos Catamarca 03
03-060533,BOCADITO BOMBON RELLENO SABOR A BANANA CUBIERTO CON CHOCOLATE CON LECHE (NESTLÉ),NESTLÉ,CACAO Y CHOCOLATE,g,380.0,2.67,70.0,10.0,6.33,,,66.67,53.33,Datos Alimentos Catamarca 03
03-060532,"PASTILLAS DE GOMA FANTASÍA RELLENAS SABOR A ARÁNDANOS, NARANJA, FRUTILLA Y UVA. (MOGUL)",MOGUL,CARAMELOS Y GOLOSINAS,g,290.0,4.0,76.67,,,,,50.0,33.33,Datos Alimentos Catamarca 03
03-060531,ALFAJOR RELLENO DE DULCE LECHE CON COBERTURA DE CHOCOLATE AMARGO AROMATIZADO CON ETILVAINILLINA (ALFAJORES DE CATAMARCA),ALFAJORES DE CATAMARCA,GALLETITAS Y BARRAS,g,356.92,5.85,53.85,12.92,6.92,,1.85,38.46,86.15,Datos Alimentos Catamarca 03
03-060529,PRODUCTO DE PANADERIA CON ARANDANOS Y BAÑO DE REPOSTERIA. TIPO PAN DULCE (BAGLEY),BAGLEY,MASAS Y PANADERÍA,g,331.25,6.0,47.5,12.38,6.5,0.5,1.88,17.5,75.0,Datos Alimentos Catamarca 03
03-060528,ACEITE DE OLIVA VIRGEN A GRANEL (FRUTOS DEL NORTE),FRUTOS DEL NORTE,ACEITES Y GRASAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060527,CEBOLLA DESHIDRATADA EN POLVO (BENFIT),BENFIT,VEGETALES Y FRUTAS,g,400.0,10.0,95.0,,,,20.0,20.0,0.0,Datos Alimentos Catamarca 03
03-060526,BOMBÓN DE FRUTA SABOR A FRAMBUESA CUBIERTO CON CHOCOLATE CON LECHE. (MOGUL),MOGUL,CACAO Y CHOCOLATE,g,387.1,2.69,69.89,9.68,5.91,0.0,0.0,59.14,145.16,Datos Alimentos Catamarca 03
03-060525,"PASTILLAS DE GOMA FANTASÍA SABOR A UVA, FRUTILLA Y ANANÁ. (MISKY)",MISKY,CARAMELOS Y GOLOSINAS,g,324.47,,79.79,,,,,53.19,0.0,Datos Alimentos Catamarca 03
03-060524,PASTILLAS DE GOMA FANTASÍA SABOR COLA. (MOGUL),MOGUL,CARAMELOS Y GOLOSINAS,g,326.67,6.67,76.67,,,,,53.33,33.33,Datos Alimentos Catamarca 03
03-060523,ALFAJOR RELLENO CON DULCE DE LECHE CUBIERTO CON BAÑO DE REPOSTERIA FANTASÍA BLANCO. (ALFAJORES DE CATAMARCA),ALFAJORES DE CATAMARCA,GALLETITAS Y BARRAS,g,355.38,6.15,53.85,12.62,6.62,0.31,1.08,38.46,93.85,Datos Alimentos Catamarca 03
03-060522,"ALFAJOR RELLENO CON MERMELADA DE MEMBRILLO, CUBIERTO CON BAÑO DE REPOSTERIA FANTASIA BLANCO (ALFAJORES DE CATAMARCA)",ALFAJORES DE CATAMARCA,GALLETITAS Y BARRAS,g,368.89,2.22,62.22,12.22,5.56,,2.89,46.67,35.56,Datos Alimentos Catamarca 03
03-060521,ALFAJOR RELLENO CON DULCE DE LECHE CUBIERTO PARCIALMENTE CON COCO RALLADO (ALFAJORES DE CATAMARCA),ALFAJORES DE CATAMARCA,GALLETITAS Y BARRAS,g,318.0,5.4,56.0,7.8,4.2,,,34.0,100.0,Datos Alimentos Catamarca 03
03-060520,FECULA DE MANDIOCA (BENFIT),BENFIT,VEGETALES Y FRUTAS,g,340.0,,85.0,,,,,,30.0,Datos Alimentos Catamarca 03
03-060519,"MEZCLA DE VEGETALES DESHIDRATADOS DE ZAPALLO, CEBOLLA Y PIMIENTO (FRUTO DEL CAMPO)",FRUTO DEL CAMPO,VEGETALES Y FRUTAS,g,92.0,1.4,21.0,,,,4.0,8.0,9.0,Datos Alimentos Catamarca 03
03-060518,TOMATE  DESHIDRATADO EN MITADES (FRUTO DEL CAMPO),FRUTO DEL CAMPO,VEGETALES Y FRUTAS,g,420.0,16.8,80.8,3.2,,,20.0,44.0,83.2,Datos Alimentos Catamarca 03
03-060517,GARBANZOS (BENFIT),BENFIT,VEGETALES Y FRUTAS,g,364.0,19.0,61.0,6.0,0.6,,17.0,11.0,24.0,Datos Alimentos Catamarca 03
03-060516,CANELA MOLIDA (BENFIT),BENFIT,VEGETALES Y FRUTAS,g,300.0,0.0,75.0,0.0,0.0,0.0,50.0,2.0,10.0,Datos Alimentos Catamarca 03
03-060515,HONGOS SECOS BOLETUS TROZADOS (BENFIT),BENFIT,VEGETALES Y FRUTAS,g,320.0,36.0,40.0,2.0,,,6.8,2.0,7.8,Datos Alimentos Catamarca 03
03-060514,CEBOLLA DESHIDRATA EN JULIANA (FRUTO DEL CAMPO),FRUTO DEL CAMPO,VEGETALES Y FRUTAS,g,96.0,2.0,20.0,,,,4.0,10.0,8.0,Datos Alimentos Catamarca 03
03-060513,MERMELADA DE ARÁNDANOS (CUESTA DEL PORTEZUELO),CUESTA DEL PORTEZUELO,CONFITURAS Y DULCES,g,200.0,,50.0,,,,5.0,35.0,0.5,Datos Alimentos Catamarca 03
03-060512,"PASTILLAS DE GOMA FANTASÍA SABORES A TUTTI FRUTTI, ANANÁ Y LIMÓN. (FRUTIGELATIN)",FRUTIGELATIN,CARAMELOS Y GOLOSINAS,g,324.0,,80.0,,,,,52.0,64.0,Datos Alimentos Catamarca 03
03-060511,MERMELADA DE HIGO (CUESTA DEL PORTEZUELO),CUESTA DEL PORTEZUELO,CONFITURAS Y DULCES,g,250.0,,70.0,,,,,2.5,0.0,Datos Alimentos Catamarca 03
03-060510,PASAS DE UVA EN GRANO SELECCIÓN SUPERIOR (FRUTO DEL CAMPO),FRUTO DEL CAMPO,VEGETALES Y FRUTAS,g,333.33,,80.0,,,,,66.67,8.67,Datos Alimentos Catamarca 03
03-060509,ZAPALLO DESHIDRATADO EN TROZOS (FRUTO DEL CAMPO),FRUTO DEL CAMPO,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060508,PIMIENTO DESHIDRATADO EN JULIANA (FRUTO DEL CAMPO),FRUTO DEL CAMPO,VEGETALES Y FRUTAS,g,96.0,3.0,19.0,1.1,,,7.0,13.0,13.0,Datos Alimentos Catamarca 03
03-060507,"PASTILLA DE GOMA FANTASÍA RELLENAS SABORES A ANANÁ, UVA, NARANJA Y FRUTILLA. (MOGUL)",MOGUL,CARAMELOS Y GOLOSINAS,g,323.33,3.33,76.67,,,,,50.0,27.33,Datos Alimentos Catamarca 03
03-060506,LIMÓN DESHIDRATADO EN RODAJAS (FRUTO DEL CAMPO),FRUTO DEL CAMPO,VEGETALES Y FRUTAS,g,400.0,8.0,80.0,5.33,,,28.0,22.67,54.67,Datos Alimentos Catamarca 03
03-060504,NARANJA DESHIDRATADA EN RODAJAS (FRUTO DEL CAMPO),FRUTO DEL CAMPO,VEGETALES Y FRUTAS,g,326.67,0.67,73.33,,,,13.33,60.0,0.0,Datos Alimentos Catamarca 03
03-060503,"PASTILLAS DE GOMA FANTASÍA SABOR A MANZANA, UVA Y ARÁNDANOS. (MOGUL EXTREME)",MOGUL EXTREME,CARAMELOS Y GOLOSINAS,g,318.02,5.05,75.72,,,,,55.53,75.72,Datos Alimentos Catamarca 03
03-060502,"PASTILLAS DE GOMA FANTASIA SABOR A SANDIA, PICANTE Y UVA. (MOGUL EXTREME)",MOGUL EXTREME,CARAMELOS Y GOLOSINAS,g,323.33,4.67,76.67,,,,,56.67,33.33,Datos Alimentos Catamarca 03
03-060501,PASTAS FRESCAS RELLENAS DE POLLO: RAVIOLES (PASTAS NAPOLI),PASTAS NAPOLI,PASTAS,g,243.0,16.0,28.0,7.4,4.3,,1.5,,666.0,Datos Alimentos Catamarca 03
03-060500,PASTAS FRESCAS. FIDEOS AL HUEVO (PASTAS NAPOLI),PASTAS NAPOLI,PASTAS,g,237.0,7.4,48.0,1.7,,,2.7,,290.0,Datos Alimentos Catamarca 03
03-060499,PASTAS FRESCAS RELLENAS DE CALABAZA: PANZOTTIS (PASTAS NAPOLI),PASTAS NAPOLI,PASTAS,g,190.0,9.2,26.0,5.1,2.6,,1.7,0.9,566.0,Datos Alimentos Catamarca 03
03-060498,PASTAS FRESCAS: ÑOQUIS DE PAPAS (PASTAS NAPOLI),PASTAS NAPOLI,PASTAS,g,216.0,6.8,41.0,2.8,1.2,,2.8,1.2,381.0,Datos Alimentos Catamarca 03
03-060497,ACEITUNAS VERDES EN SALMUERA (CELUM),CELUM,VEGETALES Y FRUTAS,g,170.0,1.0,1.0,17.0,2.5,,4.5,1.0,1500.0,Datos Alimentos Catamarca 03
03-060496,ACEITUNAS VERDES DESCAROZADAS EN SALMUERA (CELUM),CELUM,VEGETALES Y FRUTAS,g,210.0,1.5,1.5,21.0,3.0,,6.0,1.5,1550.0,Datos Alimentos Catamarca 03
03-060495,ACEITUNAS VERDES EN RODAJAS EN SALMUERA (CELUM),CELUM,VEGETALES Y FRUTAS,g,200.0,1.5,1.5,21.0,3.0,,6.0,1.5,1530.0,Datos Alimentos Catamarca 03
03-060494,ACEITUNAS NEGRAS EN SALMUERA (CELUM),CELUM,VEGETALES Y FRUTAS,g,220.0,1.0,1.0,22.0,3.5,,4.5,1.0,1500.0,Datos Alimentos Catamarca 03
03-060493,MERMELADA DE DURAZNO (CUESTA DEL PORTEZUELO),CUESTA DEL PORTEZUELO,CONFITURAS Y DULCES,g,230.0,,60.0,,,,,55.0,1.0,Datos Alimentos Catamarca 03
03-060492,PASTAS FRESCAS RELLENAS DE RICOTA Y VERDURA -  RAVIOLES (PASTAS NAPOLI),PASTAS NAPOLI,PASTAS,g,208.0,9.9,29.0,5.8,3.0,,2.2,,296.0,Datos Alimentos Catamarca 03
03-060491,ACEITE DE OLIVA VIRGEN EXTRA LIBRE DE GLUTEN A GRANEL (ENTROTERRA),ENTROTERRA,ACEITES Y GRASAS,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060490,ACEITE DE OLIVA VIRGEN EXTRA (ENTROTERRA),ENTROTERRA,ACEITES Y GRASAS,ml,,,,,,,,,,Datos Alimentos Catamarca 03
03-060489,PASTAS FRESCAS RELLENAS CON JAMóN Y QUESO MOZZARELLA - SORRENTINOS (PASTAS NAPOLI),PASTAS NAPOLI,PASTAS,g,222.0,15.0,18.0,9.7,5.9,,0.9,,600.0,Datos Alimentos Catamarca 03
03-060488,TOMATE TRITURADO (CUESTA DEL PORTEZUELO),CUESTA DEL PORTEZUELO,VEGETALES Y FRUTAS,g,18.0,1.3,3.3,,,,1.0,3.3,0.5,Datos Alimentos Catamarca 03
03-060487,PURE DE TOMATE (CUESTA DEL PORTEZUELO),CUESTA DEL PORTEZUELO,VEGETALES Y FRUTAS,g,18.0,1.3,3.3,0.0,0.0,0.0,1.0,3.3,0.5,Datos Alimentos Catamarca 03
03-060486,POLVO PARA PREPARAR CREMA ARTIFICIAL SABOR CHANTILLY (MAPRICO),MAPRICO,POSTRES,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060485,POLVO ESTABILIZANTE PARA PREPARAR HELADOS SABOR CHANTILLY (AGUILA),AGUILA,POSTRES,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060484,POLVO ESTABILIZANTE PARA PREPARAR HELADOS SABOR NEUTRO (AGUILA),AGUILA,POSTRES,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060483,POLVO ESTABILIZANTE PARA PREPARAR HELADOS SABOR CHOCOLATE (AGUILA),AGUILA,POSTRES,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060482,POMELO DESHIDRATADO EN RODAJAS (FRUTO DEL CAMPO),FRUTO DEL CAMPO,VEGETALES Y FRUTAS,g,293.33,5.33,66.67,0.67,,,13.33,53.33,10.67,Datos Alimentos Catamarca 03
03-060481,POLVO ESTABILIZANTE PARA PREPARAR HELADOS SABOR DULCE DE LECHE (AGUILA),AGUILA,POSTRES,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060480,POLVO ESTABILIZANTE PARA PREPARAR HELADOS SABOR FRUTILLA (AGUILA),AGUILA,POSTRES,g,,,,,,,,,,Datos Alimentos Catamarca 03
03-060479,ACEITE DE OLIVA VIRGEN EXTRA (OLIVA ILUSTRE),OLIVA ILUSTRE,ACEITES Y GRASAS,ml,830.77,,,92.31,17.69,,,,0.0,Datos Alimentos Catamarca 03
